iter	Logloss
190	0.3950160321
191	0.3949149351
192	0.3948116814
193	0.3947414693
194	0.3946634378
195	0.3946205457
196	0.3945465238
197	0.3944662291
198	0.3943274725
199	0.3942291962
200	0.3941222053
201	0.3939810716
202	0.3938793087
203	0.3937941422
204	0.393675336
205	0.3935707343
206	0.3934750673
207	0.393397022
208	0.3932953169
209	0.3932374559
210	0.3931384648
211	0.3930146015
212	0.3928964215
213	0.3927738323
214	0.3926424704
215	0.392494187
216	0.3924108311
217	0.3922734484
218	0.3921754693
219	0.3920747937
220	0.3919389925
221	0.3918346402
222	0.3917304005
223	0.3916137897
224	0.3915246921
225	0.3914540438
226	0.3913156797
227	0.3912435155
228	0.3911288515
229	0.3910152208
230	0.3909042681
231	0.3907976233
232	0.3906809322
233	0.3905912731
234	0.3904706815
235	0.390320622
236	0.3901675661
237	0.3901106678
238	0.3900229488
239	0.3899107416
240	0.38984375
241	0.3897330873
242	0.389641664
243	0.3895447978
244	0.3894256722
245	0.3893026031
246	0.3891899848
247	0.3891011266
248	0.3890056595
249	0.3888880352
250	0.3887975773
251	0.3886695908
252	0.3885421698
253	0.3884354659
254	0.3883838543
255	0.3882855554
256	0.3881657961
257	0.3880855799
258	0.387963978
259	0.387865567
260	0.3877884468
261	0.3876890535
262	0.3876026856
263	0.3874706517
264	0.3873416291
265	0.3872345906
266	0.3871158474
267	0.3869863068
268	0.3868543235
269	0.3867392486
270	0.3866544016
271	0.3865101523
272	0.3864290423
273	0.3863198481
274	0.3862455342
275	0.3861313091
276	0.3859954398
277	0.3859383133
278	0.3858402199
279	0.385708594
280	0.3855812025
281	0.3855084528
282	0.3853608925
283	0.3852559406
284	0.3851453668
285	0.3850343646
286	0.3849586524
287	0.384914437
288	0.3848045264
289	0.3847144279
290	0.3845751701
291	0.3844601025
292	0.3843320327
293	0.3842176965
294	0.3841029622
295	0.3839635222
296	0.3838121607
297	0.3837378508
298	0.383609018
299	0.3834770662
300	0.3833308717
301	0.3831923122
302	0.3830565162
303	0.3829317471
304	0.3828020942
305	0.3826695938
306	0.3825885324
307	0.3824850193
308	0.3823734401
309	0.3822693919
310	0.3821767136
311	0.3821284539
312	0.3820405361
313	0.3820222052
314	0.3819172015
315	0.3818968219
316	0.3817607963
317	0.3816776099
318	0.3815534515
319	0.3814971146
320	0.381380502
321	0.3812852585
322	0.3811786756
323	0.3810857032
324	0.3809904393
325	0.3808663363
326	0.3807456906
327	0.3806376399
328	0.3805499146
329	0.3804198743
330	0.3803657057
331	0.3802390806
332	0.3801254184
333	0.380066467
334	0.37995728
335	0.3798370422
336	0.3797367695
337	0.3796178442
338	0.3795262022
339	0.3794178617
340	0.3793371763
341	0.3792334984
342	0.3791013222
343	0.3789946923
344	0.3788826983
345	0.3787953342
346	0.3787182169
347	0.3786677099
348	0.3786226332
349	0.3784882566
350	0.3783856403
351	0.378277711
352	0.3781529049
353	0.3780569618
354	0.3779457711
355	0.3778461777
356	0.3777531154
357	0.3777357116
358	0.3777156713
359	0.3775947037
360	0.3774610927
361	0.3773782884
362	0.3772753229
363	0.3771570314
364	0.3770763938
365	0.3769620883
366	0.3768917392
367	0.3768005648
368	0.3766823235
369	0.3765928953
370	0.3764462626
371	0.3763328187
372	0.3762469602
373	0.3761531663
374	0.3760523627
375	0.3759339785
376	0.3758195148
377	0.3757061758
378	0.3756316182
379	0.3755251278
380	0.375418997
381	0.3753313747
382	0.3752461782
383	0.3751633221
384	0.3750743668
385	0.3749535309
386	0.374864856
387	0.3747362896
388	0.3747283348
389	0.3746022735
390	0.3745134217
391	0.3743855319
392	0.3743447859
393	0.3742315708
394	0.3741292165
395	0.3740519231
396	0.3739588072
397	0.3739425214
398	0.3738537103
399	0.3737344882
400	0.3736321239
401	0.3735248981
402	0.3734386602
403	0.3733559664
404	0.373235969
405	0.3731340906
406	0.3730210722
407	0.3729319612
408	0.3728226878
409	0.372698736
410	0.3726091336
411	0.3724926083
412	0.3724081369
413	0.3723251249
414	0.3722248773
415	0.3721543699
416	0.3720576452
417	0.3719349896
418	0.3718594654
419	0.3717766255
420	0.3717369528
421	0.3716353708
422	0.3715358246
423	0.3714402125
424	0.3713335777
425	0.3711943797
426	0.3711277383
427	0.3710549538
428	0.3709407671
429	0.3708408983
430	0.3707438368
431	0.3706414179
432	0.3705984302
433	0.3705415194
434	0.3704751254
435	0.3703816726
436	0.3702714218
437	0.3701636838
438	0.3700638349
439	0.3699992137
440	0.3699020464
441	0.3698309989
442	0.3697273826
443	0.3696261216
444	0.3695292284
445	0.3694631112
446	0.3693617042
447	0.3693223379
448	0.3692326937
449	0.3692018325
450	0.3691216795
451	0.3690893875
452	0.3690724665
453	0.3689306186
454	0.3688624649
455	0.3687615581
456	0.3686388913
457	0.3685337945
458	0.3684614481
459	0.3683335177
460	0.368211606
461	0.3681080004
462	0.3680321028
463	0.3679424291
464	0.3678499137
465	0.3677676774
466	0.3676635381
467	0.367558146
468	0.3675051708
469	0.3674031283
470	0.3672917301
471	0.3672205728
472	0.3671405834
473	0.3670285742
474	0.3669156561
475	0.3668284142
476	0.3667645186
477	0.3666836631
478	0.3665802554
479	0.3664697451
480	0.3663877776
481	0.3662959888
482	0.3662007697
483	0.366092762
484	0.3659933271
485	0.3659176351
486	0.3657862841
487	0.3656936649
488	0.365583365
489	0.3654370326
490	0.3653199052
491	0.3652471874
492	0.3651557026
493	0.3650498707
494	0.3649541892
495	0.3648851537
496	0.3648531481
497	0.3647652449
498	0.3646431599
499	0.3645379487
500	0.3644378237
501	0.3643294685
502	0.364233361
503	0.3641526362
504	0.364058971
505	0.3639525872
506	0.3638412134
507	0.3637567932
508	0.36369052
509	0.3635979716
510	0.3634653379
511	0.3633938737
512	0.3633049422
513	0.3632235474
514	0.3631337061
515	0.3630549852
516	0.3629695278
517	0.3628440081
518	0.362742527
519	0.362721419
520	0.36263706
521	0.3625308748
522	0.362418808
523	0.3622909266
524	0.3622003666
525	0.3621207152
526	0.3620141082
527	0.3618922163
528	0.3617994252
529	0.3617254779
530	0.3616750489
531	0.3616001672
532	0.3614812669
533	0.3614093867
534	0.3613397813
535	0.361239226
536	0.3611331431
537	0.3610523909
538	0.360970381
539	0.3609304981
540	0.3608316248
541	0.3607418171
542	0.3606575037
543	0.360565516
544	0.3605615806
545	0.3604844879
546	0.3603974936
547	0.3603102694
548	0.3602121688
549	0.3601722672
550	0.3600967909
551	0.3600250404
552	0.3599448808
553	0.3598429455
554	0.3597711237
555	0.3596723449
556	0.3595952188
557	0.3594937856
558	0.3594201911
559	0.3593222889
560	0.3592348986
561	0.3591403122
562	0.3590449633
563	0.3589180785
564	0.3588409375
565	0.3587471639
566	0.358636257
567	0.3585868191
568	0.358498722
569	0.3584077799
570	0.3583397141
571	0.3582950475
572	0.3582292522
573	0.3581291557
574	0.3580127776
575	0.3579290337
576	0.3578083116
577	0.3577251008
578	0.3576304351
579	0.3575272084
580	0.3574575933
581	0.3573859843
582	0.3572770252
583	0.3572163362
584	0.3571141548
585	0.3570212985
586	0.356937753
587	0.3568796365
588	0.3567864499
589	0.3567239345
590	0.3566829939
591	0.3565987924
592	0.3565606733
593	0.3564661766
594	0.3564000871
595	0.3562929915
596	0.3561851942
597	0.3561004336
598	0.3560086773
599	0.3559175214
600	0.3558289552
601	0.3557364622
602	0.3556554934
603	0.3555705597
604	0.3554678869
605	0.3553806911
606	0.3552969781
607	0.3552314282
608	0.3551164682
609	0.3550278724
610	0.3549111501
611	0.3548269897
612	0.3547269648
613	0.3546368454
614	0.3545385838
615	0.3544607293
616	0.3543727701
617	0.3542709336
618	0.3541764941
619	0.3540937987
620	0.3539834255
621	0.3538893343
622	0.3537872307
623	0.3537638487
624	0.3536696112
625	0.3535857366
626	0.3535438657
627	0.353449258
628	0.3533781406
629	0.3532840065
630	0.353181188
631	0.3531274677
632	0.3530159802
633	0.3529281952
634	0.3528415717
635	0.352748234
636	0.3526737889
637	0.352587141
638	0.3525132969
639	0.3524291317
640	0.352339441
641	0.3522591598
642	0.3521815087
643	0.3520771931
644	0.351970785
645	0.3518957582
646	0.3518095736
647	0.3517220034
648	0.3516142164
649	0.3515220503
650	0.3514485594
651	0.3513904924
652	0.3513040465
653	0.351190186
654	0.3510835059
655	0.3510112859
656	0.3509053754
657	0.350819599
658	0.3507213329
659	0.3506393677
660	0.3505816423
661	0.3504889967
662	0.3503846296
663	0.3503290953
664	0.350220041
665	0.3501289172
666	0.3500318062
667	0.3499261149
668	0.3498127677
669	0.34973495
670	0.3496315532
671	0.3495458761
672	0.3494676409
673	0.3493851556
674	0.3493056591
675	0.3492102825
676	0.3491292709
677	0.349102029
678	0.3490122296
679	0.348934936
680	0.348853466
681	0.3487528524
682	0.3486417754
683	0.3485553316
684	0.3484545354
685	0.3483764297
686	0.3483020762
687	0.3482246073
688	0.3481710023
689	0.34807679
690	0.3479860857
691	0.3479127412
692	0.3478560341
693	0.3477808752
694	0.3476866893
695	0.347616949
696	0.3475474152
697	0.3474529318
698	0.3473862947
699	0.3473131305
700	0.347253956
701	0.3471800067
702	0.3471118592
703	0.3469987242
704	0.3469174271
705	0.3468547862
706	0.346778713
707	0.3466713688
708	0.3465627407
709	0.3464982545
710	0.3464281003
711	0.3463207136
712	0.3462341022
713	0.3461494744
714	0.3460593143
715	0.3459788085
716	0.3458928422
717	0.3457996691
718	0.3457337431
719	0.3456251338
720	0.3455148898
721	0.3454190334
722	0.3453524079
723	0.3452714868
724	0.3451678705
725	0.3450705583
726	0.3449843179
727	0.3449346036
728	0.3448558128
729	0.3448036843
730	0.3447433014
731	0.3446615092
732	0.3445917201
733	0.3444916701
734	0.3444086351
735	0.3443962356
736	0.3442939535
737	0.344237045
738	0.3441551743
739	0.3440721747
740	0.343975329
741	0.343933251
742	0.3438167242
743	0.3437284056
744	0.3436464541
745	0.3435736421
746	0.3435056739
747	0.3434324412
748	0.3433484889
749	0.3432874637
750	0.3432616108
751	0.34317369
752	0.3430970093
753	0.3430241154
754	0.3429574452
755	0.3428652665
756	0.3427772765
757	0.3427109425
758	0.3426238535
759	0.3425220364
760	0.3424541491
761	0.3423792341
762	0.34230678
763	0.3421951236
764	0.3421181322
765	0.3420200526
766	0.3419516545
767	0.3418710864
768	0.341771247
769	0.341707348
770	0.3416333822
771	0.3415715062
772	0.3414937317
773	0.3414251485
774	0.3413371899
775	0.3412474624
776	0.3411739391
777	0.3410861125
778	0.3409904265
779	0.3409223228
780	0.3408255986
781	0.3407473322
782	0.3406696242
783	0.3405757947
784	0.3404812374
785	0.3403661307
786	0.3402869759
787	0.3402347504
788	0.3401541104
789	0.3400791929
790	0.3399792394
791	0.3398805858
792	0.3398309139
793	0.3397696201
794	0.3396973719
795	0.3396233982
796	0.3395618222
797	0.3395037006
798	0.3394222868
799	0.339358052
800	0.3392614967
801	0.3391548628
802	0.3390826862
803	0.3390133964
804	0.3389505333
805	0.3388652787
806	0.3387694125
807	0.3386948591
808	0.3386295475
809	0.3385457954
810	0.3384685105
811	0.3383980595
812	0.3383313711
813	0.3382731227
814	0.3381973233
815	0.338108737
816	0.338041322
817	0.3379598617
818	0.3378914218
819	0.337791703
820	0.3377210797
821	0.3376374693
822	0.3375453689
823	0.3374840916
824	0.3374347626
825	0.3373417959
826	0.3373385975
827	0.3372401234
828	0.3371650043
829	0.3370920941
830	0.3370366248
831	0.3369574843
832	0.3368671365
833	0.3367829976
834	0.3367158142
835	0.336648851
836	0.3365481096
837	0.3364980479
838	0.3364418383
839	0.3363687384
840	0.3363082805
841	0.3362187947
842	0.3361255459
843	0.336069688
844	0.3359995972
845	0.3359481728
846	0.3358556295
847	0.335803883
848	0.3357301162
849	0.335673486
850	0.3355945511
851	0.3355228744
852	0.3354729039
853	0.3353678042
854	0.335276651
855	0.335231754
856	0.335165724
857	0.3350712717
858	0.3349785312
859	0.3349555107
860	0.3348601843
861	0.3347957725
862	0.3347294492
863	0.3346623459
864	0.3345956194
865	0.3345237701
866	0.3344479754
867	0.3343499698
868	0.3342745234
869	0.3342193052
870	0.3340936441
871	0.3339776316
872	0.3339049444
873	0.3338421987
874	0.3337785301
875	0.3336869744
876	0.33360714
877	0.3335133368
878	0.3334144858
879	0.3333196829
880	0.3332270128
881	0.3331774595
882	0.3331061228
883	0.3330520487
884	0.3329423759
885	0.3328587308
886	0.3327756093
887	0.3327133224
888	0.332640005
889	0.3325748805
890	0.332509665
891	0.3324184387
892	0.3323365842
893	0.3322473648
894	0.332166752
895	0.3320899012
896	0.3320125942
897	0.3319453275
898	0.3319008487
899	0.3318139339
900	0.3317598699
901	0.3316934522
902	0.3316146695
903	0.331539885
904	0.3314568699
905	0.3313811727
906	0.3312898896
907	0.3312089348
908	0.3311415104
909	0.3310594061
910	0.3309509533
911	0.3308755285
912	0.3308047469
913	0.3307754549
914	0.3306856345
915	0.3306200498
916	0.3305643432
917	0.3305417064
918	0.3304285019
919	0.3303456973
920	0.3302609133
921	0.3301935301
922	0.3301304676
923	0.3300183765
924	0.3299825568
925	0.3298988481
926	0.3298240859
927	0.329737981
928	0.3296855997
929	0.3295957946
930	0.3295118191
931	0.3294477386
932	0.3293843152
933	0.3293249604
934	0.3292460514
935	0.3291684913
936	0.3290813915
937	0.3290056122
938	0.3289504304
939	0.3288874106
940	0.3288169831
941	0.3287380632
942	0.3286783422
943	0.3286046791
944	0.3285566524
945	0.3284789536
946	0.3283831513
947	0.3283183949
948	0.3282352514
949	0.3281447993
950	0.3281012699
951	0.3280110943
952	0.3279266963
953	0.3278666332
954	0.3277844517
955	0.3277003951
956	0.3276202108
957	0.3275607875
958	0.3274734193
959	0.3273895169
960	0.3272852054
961	0.327197149
962	0.3271225082
963	0.327066754
964	0.3270109889
965	0.3269463048
966	0.3268855083
967	0.3268142262
968	0.3267393527
969	0.3266417413
970	0.3265668004
971	0.3264979811
972	0.3264151586
973	0.3263394437
974	0.3262402893
975	0.3261560461
976	0.3260904903
977	0.3260093261
978	0.3259319978
979	0.3258711306
980	0.3257964483
981	0.3257217451
982	0.3256723876
983	0.3255966591
984	0.3255013695
985	0.3254228478
986	0.3253433628
987	0.325282206
988	0.3252115157
989	0.325137058
990	0.3250647481
991	0.3250105614
992	0.3249244146
993	0.3248414096
994	0.3247777251
995	0.3246858375
996	0.3246331956
997	0.3245634524
998	0.324486387
999	0.3244145874
